Temperature,Humidity,CO2,Productivity
20.29,22.7,434.25,85.37868082494565
20.29,22.7,434.5,85.37872113241565
20.29,22.7,434.75,85.37876128633336
20.29,22.7,435.0,85.37880128669882
20.29,22.7,435.0,85.37880128669882
20.29,22.7,435.25,85.378841133512
20.29,22.7,436.0,85.37895975263797
20.29,22.7,436.0,85.37895975263797
20.29,22.7,436.0,85.37895975263797
20.29,22.7,436.0,85.37895975263797
20.29,22.7,436.25,85.37899898524209
20.29,22.7,436.25,85.37899898524209
20.29,22.7,436.333333333333,85.37901202865407
20.29,22.7,436.5,85.37903806429395
20.29,22.7,436.5,85.37903806429395
20.29,22.7,436.5,85.37903806429395
20.29,22.7,437.25,85.3791543801359
20.29,22.7,437.333333333333,85.37916721881153
20.29,22.7,437.666666666667,85.3792184029004
20.29,22.7,437.75,85.37923115626921
20.29,22.7,439.5,85.3794950358394
20.29,22.7,441.5,85.37978739935505
20.29,22.7225,431.25,85.39396082593626
20.29,22.7225,436.0,85.39473542034521
20.29,22.7225,438.0,85.39504498171472
20.29,22.7225,438.75,85.39515853361588
20.29,22.745,439.5,85.41103336396982
20.29,22.76,433.333333333333,85.42057125930768
20.29,22.76,434.0,85.420679906067
20.29,22.7675,431.0,85.42543083584906
20.29,22.7675,432.75,85.42572373679764
20.29,22.772,439.6,85.42994623843786
20.29,22.79,431.666666666667,85.4412799502087
20.29,22.79,432.0,85.44133577498829
20.29,22.79,435.0,85.44182591382334
20.29,22.79,435.666666666667,85.44193183076459
20.29,22.79,435.75,85.4419449936061
20.29,22.79,437.0,85.44214038886538
20.29,22.79,438.0,85.442293941132
20.29,22.79,438.333333333333,85.44234457925725
20.29,22.79,438.5,85.4423697959517
20.29,22.79,438.5,85.4423697959517
20.29,22.79,439.0,85.44244503656235
20.29,22.79,440.0,85.44259367515644
20.29,22.79,440.5,85.44266707313989
20.29,22.79,441.25,85.44277601847305
20.29,22.79,441.6,85.44282638668754
20.29,22.79,441.666666666667,85.44283594651044
20.29,22.84,436.0,85.47690813459606
20.29,22.84,439.5,85.47744341779749
20.29,22.8566666666667,442.666666666667,85.48952876587447
20.29,22.89,435.333333333333,85.51166228495038
20.29,22.956,445.6,85.55908013893513
20.29,23.0,453.0,85.59055052594945
20.29,23.2,470.4,85.73041830627102
20.31,23.2,466.0,85.8473145213157
20.31,23.2,470.8,85.8476871742405
20.315,22.6,433.25,85.45458106357296
20.315,22.6,434.75,85.45482429036329
20.315,22.7675,434.5,85.57234356849294
20.315,22.7675,437.5,85.572815281056
20.315,22.79,440.25,85.58896490573208
20.315,23.1,459.25,85.8068024060789
20.3233333333333,22.6,433.666666666667,85.5029484111981
20.3233333333333,22.6,436.0,85.50332198680142
20.3233333333333,22.7,434.333333333333,85.57332796277166
20.3233333333333,22.7,438.0,85.5739029989488
20.33,23.2,476.6,85.96392262178922
20.34,22.575,435.75,85.58155467007646
20.34,22.6,439.25,85.5997001116426
20.34,22.7225,439.75,85.68582154942476
20.34,22.745,442.75,85.7020172272398
20.35,22.5,429.2,85.58461594511249
20.3566666666667,22.6,439.0,85.69458495679238
20.3566666666667,22.7,445.0,85.76571138659078
20.365,22.5,434.25,85.67041891397724
20.365,22.5,436.5,85.67077615332553
20.365,22.5,438.0,85.67100740303906
20.365,22.575,438.5,85.72400363401016
20.365,22.7,429.5,85.81042373267906
20.365,23.245,473.0,86.19409723149307
20.37,22.7,436.8,85.83976889578545
20.39,22.39,429.75,85.73165815501784
20.39,22.39,430.0,85.73170122642863
20.39,22.39,433.0,85.73220610628127
20.39,22.39,433.5,85.73228810319165
20.39,22.39,436.25,85.73272810721164
20.39,22.4266666666667,434.333333333333,85.75841727049647
20.39,22.4266666666667,438.333333333333,85.75904294479885
20.39,22.445,431.5,85.77093428258439
20.39,22.445,435.5,85.77158780103112
20.39,22.456,435.4,85.77935818590632
20.39,22.4633333333333,430.333333333333,85.78371161416055
20.39,22.4633333333333,433.0,85.78415930432456
20.39,22.4633333333333,433.333333333333,85.78421403717692
20.39,22.4633333333333,434.333333333333,85.78437659784319
20.39,22.4633333333333,439.333333333333,85.7851525486305
20.39,22.4725,433.75,85.79076650380003
20.39,22.4725,433.8,85.79077463899912
20.39,22.4725,436.0,85.79112650708913
20.39,22.4725,437.5,85.79135959942985
20.39,22.5,429.6,85.8095102205066
20.39,22.5,430.0,85.80957920846895
20.39,22.5,431.333333333333,85.80980632933263
20.39,22.5,431.5,85.80983441233606
20.39,22.5,431.5,85.80983441233606
20.39,22.5,431.5,85.80983441233606
20.39,22.5,431.75,85.80987640888098
20.39,22.5,431.8,85.80988478976369
20.39,22.5,432.0,85.80991825187364
20.39,22.5,432.0,85.80991825187364
20.39,22.5,432.25,85.80995994131402
20.39,22.5,432.333333333333,85.80997380367143
20.39,22.5,432.4,85.80998488127317
20.39,22.5,432.5,85.81000147720215
20.39,22.5,432.6,85.81001804856275
20.39,22.5,432.75,85.810042859538
20.39,22.5,433.5,85.81016608523196
20.39,22.5,433.5,85.81016608523196
20.39,22.5,433.6,85.81018241090895
20.39,22.5,433.666666666667,85.81019328104452
20.39,22.5,433.75,85.81020685335875
20.39,22.5,434.0,85.81024746793327
20.39,22.5,434.0,85.81024746793327
20.39,22.5,434.0,85.81024746793327
20.39,22.5,434.0,85.81024746793327
20.39,22.5,434.2,85.81027984903525
20.39,22.5,434.25,85.81028792895552
20.39,22.5,434.25,85.81028792895552
20.39,22.5,434.666666666667,85.81035502276535
20.39,22.5,434.75,85.81036839034323
20.39,22.5,434.75,85.81036839034323
20.39,22.5,434.8,85.8103764027005
20.39,22.5,435.0,85.81040839070869
20.39,22.5,435.0,85.81040839070869
20.39,22.5,435.0,85.81040839070869
20.39,22.5,435.2,85.81044028044342
20.39,22.5,435.25,85.81044823752188
20.39,22.5,435.25,85.81044823752188
20.39,22.5,435.25,85.81044823752188
20.39,22.5,435.5,85.8104879307828
20.39,22.5,435.6,85.81050376509253
20.39,22.5,435.666666666667,85.81051430764992
20.39,22.5,435.75,85.81052747049145
20.39,22.5,435.8,85.81053536000691
20.39,22.5,436.25,85.81060608925196
20.39,22.5,436.25,85.81060608925196
20.39,22.5,436.4,85.81062955510934
20.39,22.5,436.5,85.81064516830381
20.39,22.5,436.5,85.81064516830381
20.39,22.5,436.666666666667,85.81067113569824
20.39,22.5,436.666666666667,85.81067113569824
20.39,22.5,436.75,85.8106840938034
20.39,22.5,437.25,85.81076148414579
20.39,22.5,437.333333333333,85.8107743228214
20.39,22.5,437.5,85.81079994898857
20.39,22.5,437.666666666667,85.81082550691028
20.39,22.5,438.0,85.81087641801734
20.39,22.5,438.0,85.81087641801734
20.39,22.5,438.0,85.81087641801734
20.39,22.5,438.25,85.81091442220333
20.39,22.5,438.75,85.81098996991851
20.39,22.5,439.0,85.8110275134477
20.39,22.5,439.666666666667,85.81112687882556
20.39,22.5,439.75,85.81113922272166
20.39,22.5,440.666666666667,85.81127387952881
20.39,22.5,440.75,85.81128601868855
20.39,22.5,441.2,85.81135127533082
20.39,22.65,437.5,85.91649617591268
20.39,22.675,433.0,85.93334014875246
20.39,22.68,433.8,85.93698108868502
20.39,22.7,430.0,85.95037904403118
20.39,22.7,431.75,85.95067624444322
20.39,22.7,434.0,85.9510473034955
20.39,22.7,434.25,85.95108776451775
20.39,22.7,434.666666666667,85.95115485832758
20.39,22.7,435.8,85.95133519556914
20.39,22.7,436.25,85.9514059248142
20.39,22.7,437.666666666667,85.95162534247251
20.39,22.7,437.75,85.95163809584132
20.39,23.2,473.0,86.30300601985557
20.39,23.34,479.75,86.39954765237644
20.39,23.434,494.2,86.46428523292207
20.39,23.5,498.75,86.50931835546825
20.39,23.66,501.0,86.61793018968132
20.39,23.7,472.0,86.64401835048758
20.39,23.7,474.75,86.64419823696792
20.39,23.7,507.0,86.64492123781531
20.39,23.7,518.0,86.64458342282875
20.39,23.89,462.666666666667,86.77119544557482
20.4175,22.34,433.5,85.84815296898519
20.4175,22.3425,438.25,85.85067792431963
20.4175,22.3925,430.75,85.88496964817712
20.4175,23.7225,471.5,86.81054793600968
20.4175,23.7225,473.5,86.81068306200432
20.4175,23.7475,471.75,86.82743629339379
20.4266666666667,22.3233333333333,436.0,85.88658159324363
20.4266666666667,22.3233333333333,437.333333333333,85.8867890594172
20.4266666666667,23.73,471.666666666667,86.86549861581932
20.4266666666667,23.76,472.666666666667,86.88580440478405
20.4266666666667,23.8233333333333,473.0,86.92847412935254
20.4266666666667,23.96,467.333333333333,87.01973640957993
20.434,22.412,435.4,85.98912960376008
20.434,23.736,468.8,86.90903054764411
20.445,22.34,434.25,85.9970338074526
20.445,23.8175,469.25,87.02316726767098
20.445,23.8175,520.0,87.02383744653865
20.445,23.8233333333333,469.833333333333,87.02713466722146
20.445,23.945,466.666666666667,87.10852654205432
20.456,22.35,433.0,86.06270891099454
20.456,22.414,439.2,86.10909668209216
20.456,23.85,472.5,87.10402300500958
20.456,23.956,470.8,87.17497978952274
20.4633333333333,22.3566666666667,441.333333333333,86.1076814084766
20.4633333333333,22.3933333333333,445.666666666667,86.13430819763076
20.4633333333333,22.4633333333333,437.0,86.18264772435838
20.4633333333333,23.8566666666667,473.0,87.14748561611223
20.4725,22.39,433.5,86.17856508742317
20.4725,22.39,441.5,86.17979350555612
20.4725,22.3925,435.75,86.18069987937065
20.4725,22.3925,438.25,86.18108683108252
20.4725,22.4175,435.75,86.1984251141441
20.4725,23.7675,471.0,87.13577899161115
20.4725,23.7675,473.75,87.13596563439123
20.4725,23.89,464.75,87.21765818539554
20.4725,23.9975,468.5,87.28993409340836
20.4725,24.0225,466.0,87.30642722701147
20.4725,24.05,472.75,87.32528026948931
20.478,22.37,435.6,86.1936270589461
20.478,22.392,432.6,86.20875311513251
20.478,22.392,435.4,86.20920713847445
20.478,22.478,429.8,86.26918834884123
20.478,23.978,470.0,87.30593204952193
20.4816666666667,23.89,484.5,87.26702703838362
20.5,22.2,449.5,86.1891594497643
20.5,22.2675,453.5,86.23779120954134
20.5,22.29,436.5,86.25151976424505
20.5,22.29,436.5,86.25151976424505
20.5,22.29,438.2,86.25178142959155
20.5,22.29,438.2,86.25178142959155
20.5,22.29,438.25,86.25178901814456
20.5,22.29,438.25,86.25178901814456
20.5,22.29,438.5,86.25182686877828
20.5,22.29,438.666666666667,86.25185201722728
20.5,22.29,439.0,86.25190210938892
20.5,22.29,439.333333333333,86.25195192856876
20.5,22.29,439.333333333333,86.25195192856876
20.5,22.29,439.75,86.25201381866289
20.5,22.29,439.75,86.25201381866289
20.5,22.29,439.75,86.25201381866289
20.5,22.29,439.8,86.2520212168111
20.5,22.29,440.25,86.25208752375087
20.5,22.29,440.75,86.25216061462979
20.5,22.29,441.166666666667,86.25222105450806
20.5,22.29,441.25,86.25223309129963
20.5,22.29,441.333333333333,86.25224511102982
20.5,22.29,441.333333333333,86.25224511102982
20.5,22.29,441.5,86.25226909930615
20.5,22.29,441.666666666667,86.25229301933702
20.5,22.29,443.0,86.25248192274768
20.5,22.29,443.5,86.25255163547672
20.5,22.29,445.333333333333,86.25280199391676
20.5,22.29,452.333333333333,86.25368195077267
20.5,22.315,427.5,86.26780725456292
20.5,22.315,437.0,86.26938853580457
20.5,22.315,437.5,86.2694656190424
20.5,22.315,442.0,86.27013172877501
20.5,22.3233333333333,432.5,86.27459393676564
20.5,22.34,433.8,86.28665567434888
20.5,22.34,442.75,86.28801292590458
20.5,22.3566666666667,433.333333333333,86.29842059613684
20.5,22.3566666666667,436.666666666667,86.29895291066111
20.5,22.3566666666667,442.333333333333,86.29979519602762
20.5,22.365,441.5,86.30559414651776
20.5,22.365,442.25,86.30570124922373
20.5,22.37,435.2,86.30818978806359
20.5,22.37,438.0,86.30862592563751
20.5,22.39,431.75,86.32181895102023
20.5,22.39,432.666666666667,86.32197162462666
20.5,22.39,433.25,86.32206770569215
20.5,22.39,433.5,86.32210862737121
20.5,22.39,434.0,86.32219001007252
20.5,22.39,434.4,86.32225467400303
20.5,22.39,434.5,86.32227077856476
20.5,22.39,434.666666666667,86.3222975649046
20.5,22.39,435.0,86.32235093284794
20.5,22.39,435.0,86.32235093284794
20.5,22.39,435.333333333333,86.32240402780945
20.5,22.39,435.75,86.3224700126307
20.5,22.39,436.0,86.32250939878709
20.5,22.39,436.25,86.32254863139121
20.5,22.39,437.0,86.32266540788997
20.5,22.39,437.25,86.32270402628502
20.5,22.39,437.25,86.32270402628502
20.5,22.39,437.333333333333,86.32271686496065
20.5,22.39,437.5,86.32274249112781
20.5,22.39,438.5,86.3228948149763
20.5,22.39,438.666666666667,86.3229199634253
20.5,22.39,439.0,86.32297005558695
20.5,22.39,439.666666666667,86.32306942096481
20.5,22.39,440.5,86.32319209216448
20.5,22.39,441.0,86.32326487593886
20.5,22.39,443.25,86.32358480208636
20.5,22.39,445.75,86.32392568811825
20.5,22.39,447.75,86.32418734118058
20.5,22.412,435.8,86.33807836976605
20.5,22.4266666666667,436.666666666667,86.34860754853405
20.5,22.434,434.6,86.35347535819199
20.5,22.445,431.166666666667,86.36069857251164
20.5,22.456,431.2,86.36849045197435
20.5,22.456,436.6,86.3693673951111
20.5,22.4633333333333,439.0,86.37492325363023
20.5,22.478,430.8,86.38398580409556
20.5,22.5,436.0,86.4003873808274
20.5,23.89,473.5,87.36186545501604
20.5,23.89,487.2,87.362526847623
20.5,23.89,491.0,87.36262860978114
20.5,23.89,492.4,87.36265715821855
20.5,23.89,523.666666666667,87.36204006100455
20.5,23.978,525.2,87.42088374495702
20.5,24.0,461.4,87.43453638870159
20.5,24.0,472.0,87.43540360276673
20.5,24.0333333333333,531.333333333333,87.45741398874343
20.5,24.075,466.75,87.48503845813912
20.5,24.1,464.0,87.50144902736952
20.5,24.1,464.666666666667,87.50150744547628
20.5,24.1,465.5,87.50157893258708
20.5,24.1,466.8,87.50168704566696
20.5,24.1,467.0,87.50170330992304
20.5,24.1,467.333333333333,87.50173019863107
20.5,24.1,467.666666666667,87.50175681435728
20.5,24.1,468.0,87.50178315710168
20.5,24.1,468.5,87.5018221593774
20.5,24.1,469.666666666667,87.50191077609661
20.5,24.1,470.0,87.50193548095017
20.5,24.1,470.6,87.50197926177242
20.5,24.1,473.5,87.50217840063596
20.5,24.1,536.4,87.50141345238039
20.5,24.1,538.0,87.50126722148585
20.5,24.1,538.333333333333,87.5012359650689
20.5,24.15,466.75,87.5349238013387
20.5,24.18,541.0,87.55413059365314
20.5,24.2,462.5,87.56773103495073
20.5,24.2,466.75,87.56810040492807
20.5,24.2,468.666666666667,87.56825246432544
20.5,24.3233333333333,555.166666666667,87.64728096625852
20.5,24.39,561.5,87.6902975975716
20.5,24.39,569.0,87.68909528332397
20.52,22.29,453.0,86.35651686796288
20.52,24.0,499.6,87.53912387639298
20.52,24.1,461.4,87.60396815374537
20.52,24.1,469.8,87.60467808115277
20.52,24.2,464.0,87.6706238584068
20.52,24.236,549.6,87.69304116435328
20.525,22.2,443.5,86.3166020286081
20.525,22.2225,450.5,86.33357823332733
20.525,22.245,446.75,86.34915661964595
20.525,22.2675,442.75,86.36465236272758
20.525,22.2675,451.0,86.36572914799726
20.525,22.2675,452.666666666667,86.36592637735305
20.525,22.29,443.75,86.380817484798
20.525,22.29,449.75,86.38160244398497
20.525,22.29,452.0,86.38187400116848
20.525,24.0,506.2,87.5645506854751
20.525,24.1,464.75,87.62974589424866
20.525,24.1,465.5,87.62981015587224
20.525,24.1,468.75,87.63007265347203
20.525,24.1,468.75,87.63007265347203
20.5333333333333,22.2,443.666666666667,86.35888994931959
20.5333333333333,22.2,445.666666666667,86.35916183919969
20.5333333333333,22.26,453.666666666667,86.40296146943253
20.5333333333333,24.2,459.333333333333,87.73792301025128
20.5333333333333,24.2,462.666666666667,87.73824239896585
20.54,24.1,463.8,87.70556677589522
20.54,24.1,466.4,87.70578970921798
20.55,22.2,442.5,86.44253806561629
20.55,22.2,448.5,86.44334145107524
20.55,22.245,446.5,86.47519991291237
20.55,22.2675,453.75,86.4921269934473
20.55,22.29,447.0,86.50732972668668
20.55,22.29,448.0,86.50745871059064
20.55,22.29,448.5,86.50752228122903
20.55,22.29,451.0,86.50783092128492
20.55,23.945,493.25,87.65383758854423
20.55,24.2,463.0,87.82208409348668
20.55,24.2,467.0,87.8224280505639
20.55,24.39,572.0,87.94288296241422
20.55,24.39,573.166666666667,87.94267491615432
20.56,22.2,443.0,86.49243538217377
20.56,22.2,445.6,86.4927911812018
20.56,22.2,447.8,86.49307926982235
20.56,22.2,449.0,86.49323139712394
20.56,22.29,447.6,86.55723440146878
20.56,24.2,462.4,87.87185609911042
20.56,24.39,568.2,87.99336440407811
20.5666666666667,22.1,446.0,86.4543147490939
20.5666666666667,22.1333333333333,443.333333333333,86.4778328177468
20.5666666666667,22.2,445.0,86.52573697232776
20.5666666666667,22.2,448.0,86.52613129454843
20.5666666666667,22.2,449.0,86.52625782161614
20.5666666666667,22.2,455.0,86.52696539046072
20.5666666666667,22.23,447.0,86.54741904475632
20.5666666666667,22.23,451.0,86.54792023935457
20.5666666666667,22.26,443.333333333333,86.56831869422723
20.5666666666667,22.29,451.333333333333,86.59072432723127
20.5666666666667,24.1,465.0,87.83869695912904
20.5666666666667,24.1,466.75,87.83884367831979
20.575,22.1,443.0,86.49497320180953
20.575,22.125,442.0,86.51274505148993
20.575,22.125,446.0,86.5132953828135
20.575,22.175,441.5,86.54845155653888
20.575,22.175,441.75,86.54848741099313
20.575,22.2,442.5,86.56645899568178
20.575,22.2,443.25,86.56656425576055
20.575,22.2,443.5,86.56659903534894
20.575,22.2,448.25,86.56723067259767
20.575,22.2,449.75,86.56741862057203
20.575,22.2225,446.5,86.58306913179737
20.575,22.2675,443.75,86.61478879492651
20.575,22.2675,444.5,86.61489175172127
20.575,22.2675,447.75,86.61532192839621
20.575,22.29,446.5,86.63118524348658
20.575,22.29,452.0,86.63187100790931
20.575,22.29,453.5,86.63204513617966
20.575,24.075,463.25,87.86296572572252
20.575,24.2,460.75,87.94579427306623
20.575,24.2,463.0,87.94600502355216
20.575,24.2,466.75,87.94632863495406
20.58,22.14,446.0,86.54856111387264
20.58,22.2,443.4,86.59111071035977
20.58,22.2,444.4,86.59124853887428
20.58,22.2,451.2,86.59212061747525
20.58,22.218,443.2,86.60393566519089
20.58,22.254,449.4,86.6304343009806
20.58,22.254,449.6,86.63045911502688
20.58,24.39,583.0,88.08923500798294
20.6,22.1,441.25,86.61649015381714
20.6,22.1,443.0,86.6167389852652
20.6,22.1,444.5,86.61694628082513
20.6,22.1,446.333333333333,86.61719213506535
20.6,22.1,446.333333333333,86.61719213506535
20.6,22.1,446.666666666667,86.61723594864543
20.6,22.1,447.0,86.6172794892437
20.6,22.125,444.75,86.63489341041789
20.6,22.125,445.25,86.6349609734152
20.6,22.125,445.75,86.63502792220345
20.6,22.1333333333333,445.0,86.64089473942002
20.6,22.1333333333333,449.0,86.6414155887084
20.6,22.14,448.2,86.64608725551302
20.6,22.15,445.25,86.6528580328055
20.6,22.2,443.666666666667,86.68838791989006
20.6,22.2,444.25,86.68846823625618
20.6,22.2,444.333333333333,86.68847964177732
20.6,22.2,444.333333333333,86.68847964177732
20.6,22.2,444.75,86.68853641346256
20.6,22.2,445.0,86.68857027173735
20.6,22.2,445.75,86.68867092524812
20.6,22.2,446.0,86.68870416931384
20.6,22.2,446.0,86.68870416931384
20.6,22.2,446.25,86.68873725982729
20.6,22.2,446.25,86.68873725982729
20.6,22.2,446.333333333333,86.68874825587572
20.6,22.2,446.6,86.68878332857832
20.6,22.2,446.75,86.68880298019741
20.6,22.2,447.0,86.68883561005407
20.6,22.2,447.0,86.68883561005407
20.6,22.2,447.666666666667,86.68892187230517
20.6,22.2,448.0,86.68896459395802
20.6,22.2,448.75,86.68905971958719
20.6,22.2,449.0,86.68909112102573
20.6,22.2,449.25,86.68912236891198
20.6,22.2,449.333333333333,86.68913275075134
20.6,22.2,449.333333333333,86.68913275075134
20.6,22.2,449.6,86.68916585798493
20.6,22.2,450.0,86.68921519125715
20.6,22.2,450.25,86.68924582493435
20.6,22.2,450.5,86.68927630505927
20.6,22.2,451.0,86.68933680465231
20.6,22.2,451.0,86.68933680465231
20.6,22.2,451.333333333333,86.68937679648708
20.6,22.2,451.5,86.68939669003629
20.6,22.2,451.5,86.68939669003629
20.6,22.2,451.6,86.689408593408
20.6,22.2,452.666666666667,86.6895340340081
20.6,22.2,453.0,86.68957266093383
20.6,22.2,454.0,86.6896869038202
20.6,22.2,454.0,86.6896869038202
20.6,22.2,454.666666666667,86.68976170083542
20.6,22.2,455.25,86.68982625250216
20.6,22.2,455.25,86.68982625250216
20.6,22.218,448.4,86.70186831495984
20.6,22.2225,443.0,86.70435982454013
20.6,22.2225,445.75,86.70473564371268
20.6,22.2225,446.5,86.70483491525306
20.6,22.2225,449.0,86.70515583949029
20.6,22.2225,449.75,86.70524912249226
20.6,22.2225,450.0,86.70527990972171
20.6,22.2225,451.0,86.70540152311688
20.6,22.2225,451.25,86.705431542585
20.6,22.23,451.666666666667,86.7108332494519
20.6,22.245,448.75,86.72117614923225
20.6,22.254,453.2,86.72812917813572
20.6,22.26,449.333333333333,86.73194309491444
20.6,22.26,450.0,86.73202553542025
20.6,22.26,450.666666666667,86.73210688399884
20.6,22.2675,451.5,86.73755182357775
20.6,22.2675,454.0,86.73784203736166
20.6,22.29,447.333333333333,86.7530597078243
20.6,22.29,447.666666666667,86.75310270245896
20.6,22.29,451.0,86.75351763480609
20.6,22.29,451.333333333333,86.75355762664086
20.6,22.29,451.5,86.75357752019008
20.6,24.0,463.5,87.93472413600699
20.6,24.0,466.333333333333,87.93496835235638
20.6,24.02,467.8,87.94844245266555
20.6,24.0333333333333,457.0,87.956342690722
20.6,24.05,463.25,87.96807094469418
20.6,24.05,465.75,87.96828898891278
20.6,24.08,459.4,87.987695875221
20.6,24.0833333333333,507.333333333333,87.9918744560123
20.6,24.1,460.5,88.00111843135954
20.6,24.1,463.25,88.0013760152868
20.6,24.1,464.5,88.00148695679943
20.6,24.1,466.25,88.00163582572192
20.6,24.1,466.5,88.00165647850179
20.6,24.1,467.5,88.00173755409855
20.6,24.1,467.75,88.00175743911709
20.6,24.1,514.6,88.00277322114226
20.6,24.175,462.5,88.0511447758254
20.6,24.175,522.25,88.05226409507293
20.6,24.2,456.0,88.06707429392645
20.6,24.2,458.5,88.06733686830236
20.6,24.2,459.25,88.06741264634594
20.6,24.2,459.5,88.06743759858927
20.6,24.2,460.0,88.06748704241912
20.6,24.2,460.333333333333,88.06751966374509
20.6,24.2,460.333333333333,88.06751966374509
20.6,24.2,460.5,88.06753587203991
20.6,24.2,462.2,88.06769729846675
20.6,24.2,463.25,88.06779345596716
20.6,24.2,463.25,88.06779345596716
20.6,24.2,463.5,88.06781595137421
20.6,24.2,463.5,88.06781595137421
20.6,24.2,464.25,88.0678825162818
20.6,24.2,465.75,88.06801150018576
20.6,24.2,466.0,88.06803246007016
20.6,24.2,466.2,88.06804911742003
20.6,24.2,466.25,88.06805326640227
20.6,24.2,467.666666666667,88.0681682685193
20.6,24.2,468.0,88.0681946112637
20.6,24.2,525.6,88.06864745532424
20.6,24.2,528.0,88.06848943161562
20.6,24.34,461.5,88.16018445647586
20.6,24.34,465.5,88.16054315457069
20.6,24.365,463.5,88.1768430065251
20.6,24.365,464.0,88.17688753668243
20.6,24.39,459.75,88.1929476813851
20.6,24.39,461.333333333333,88.19310117393695
20.6,24.39,463.2,88.19327422256426
20.6,24.39,463.333333333333,88.19328625560232
20.6,24.39,463.5,88.193301235479
20.6,24.39,464.0,88.19334576563632
20.6,24.39,464.5,88.19338968158456
20.6,24.39,464.75,88.1934114092303
20.6,24.39,464.8,88.19341573633317
20.6,24.39,465.0,88.19343298332376
20.6,24.39,465.0,88.19343298332376
20.6,24.39,465.25,88.19345440386495
20.6,24.39,465.666666666667,88.19348976353967
20.6,24.39,465.75,88.19349678429055
20.6,24.39,468.2,88.19369556998386
20.6,24.39,468.25,88.19369947328248
20.6,24.39,469.75,88.19381371616885
20.6,24.39,585.0,88.18606247452601
20.6166666666667,24.3233333333333,466.5,88.22961479276296
20.62,24.236,467.2,88.18783923247328
20.62,24.412,462.6,88.30355041258571
20.62,24.412,467.6,88.30397913051411
20.625,22.2225,445.0,86.82424562704773
20.625,22.2225,448.5,86.82470351990679
20.625,22.2225,449.75,86.82485975933808
20.625,22.245,451.75,86.84115346889075
20.625,24.05,468.75,88.08814100992173
20.625,24.175,538.5,88.17066205289312
20.625,24.2925,464.5,88.24872241539728
20.625,24.315,459.25,88.26308570530864
20.625,24.4175,455.25,88.33017395272076
20.625,24.4175,457.5,88.33041510655549
20.625,24.4175,459.5,88.33061902396555
20.625,24.4175,463.5,88.3309973767505
20.625,24.4175,464.5,88.33108582285608
20.625,24.4175,467.75,88.33135630517373
20.625,25.1,497.25,88.77524879419627
20.6333333333333,22.23,450.333333333333,86.86967466380794
20.6333333333333,22.23,451.666666666667,86.86983517711064
20.6333333333333,22.23,454.666666666667,86.87018036260602
20.6333333333333,22.26,453.0,86.8913849327557
20.6333333333333,24.0666666666667,465.0,88.13833594285805
20.6333333333333,24.23,464.333333333333,88.24676688480743
20.6333333333333,24.23,537.333333333333,88.24661742726792
20.6333333333333,24.3233333333333,461.0,88.30814700339273
20.6333333333333,24.4266666666667,468.333333333333,88.37681758077206
20.6333333333333,25.1,497.0,88.81463831915815
20.64,22.236,453.6,86.90568135611355
20.64,22.236,454.0,86.90572675844774
20.64,24.434,460.0,88.41224235548117
